"X1","X2","bigram","label"
"economy","teetered","economy teetered","business"
"teetered","brink","teetered brink","business"
"brink","technical","brink technical","business"
"technical","recession","technical recession","business"
"recession","september","recession september","business"
"september","figures","september figures","business"
"figures","revised","figures revised","business"
"revised","figures","revised figures","business"
"figures","growth","figures growth","business"
"growth","similarsized","growth similarsized","business"
"similarsized","contraction","similarsized contraction","business"
"contraction","previous","contraction previous","business"
"previous","quarter","previous quarter","business"
"quarter","annual","quarter annual","business"
"annual","basis","annual basis","business"
"basis","data","basis data","business"
"data","suggests","data suggests","business"
"suggests","annual","suggests annual","business"
"annual","growth","annual growth","business"
"growth","suggesting","growth suggesting","business"
"suggesting","hesitant","suggesting hesitant","business"
"hesitant","recovery","hesitant recovery","business"
"recovery","previously","recovery previously","business"
"previously","common","previously common","business"
"common","technical","common technical","business"
"technical","definition","technical definition","business"
"definition","recession","definition recession","business"
"recession","successive","recession successive","business"
"successive","quarters","successive quarters","business"
"quarters","negative","quarters negative","business"
"negative","growth","negative growth","business"
"growth","government","growth government","business"
"government","keen","government keen","business"
"keen","play","keen play","business"
"play","worrying","play worrying","business"
"worrying","implications","worrying implications","business"
"implications","data","implications data","business"
"data","maintain","data maintain","business"
"maintain","view","maintain view","business"
"view","japans","view japans","business"
"japans","economy","japans economy","business"
"economy","remains","economy remains","business"
"remains","minor","remains minor","business"
"minor","adjustment","minor adjustment","business"
"adjustment","phase","adjustment phase","business"
"phase","upward","phase upward","business"
"upward","climb","upward climb","business"
"climb","monitor","climb monitor","business"
"monitor","developments","monitor developments","business"
"developments","carefully","developments carefully","business"
"carefully","economy","carefully economy","business"
"economy","minister","economy minister","business"
"minister","heizo","minister heizo","business"
"heizo","takenaka","heizo takenaka","business"
"takenaka","strengthening","takenaka strengthening","business"
"strengthening","yen","strengthening yen","business"
"yen","exports","yen exports","business"
"exports","competitive","exports competitive","business"
"competitive","indications","competitive indications","business"
"indications","weakening","indications weakening","business"
"weakening","economic","weakening economic","business"
"economic","conditions","economic conditions","business"
"conditions","ahead","conditions ahead","business"
"ahead","observers","ahead observers","business"
"observers","sanguine","observers sanguine","business"
"sanguine","painting","sanguine painting","business"
"painting","picture","painting picture","business"
"picture","recovery","picture recovery","business"
"recovery","patchier","recovery patchier","business"
"patchier","previously","patchier previously","business"
"previously","paul","previously paul","business"
"paul","sheard","paul sheard","business"
"sheard","economist","sheard economist","business"
"economist","lehman","economist lehman","business"
"lehman","brothers","lehman brothers","business"
"brothers","tokyo","brothers tokyo","business"
"tokyo","improvements","tokyo improvements","business"
"improvements","job","improvements job","business"
"job","market","job market","business"
"market","apparently","market apparently","business"
"apparently","feed","apparently feed","business"
"feed","domestic","feed domestic","business"
"domestic","demand","domestic demand","business"
"demand","private","demand private","business"
"private","consumption","private consumption","business"
"consumption","quarter","consumption quarter","business"
"quarter","jobs","quarter jobs","business"
"jobs","growth","jobs growth","business"
"growth","slow","growth slow","business"
"slow","created","slow created","business"
"created","fewer","created fewer","business"
"fewer","jobs","fewer jobs","business"
"jobs","expected","jobs expected","business"
"expected","january","expected january","business"
"january","fall","january fall","business"
"fall","jobseekers","fall jobseekers","business"
"jobseekers","pushed","jobseekers pushed","business"
"pushed","unemployment","pushed unemployment","business"
"unemployment","rate","unemployment rate","business"
"rate","lowest","rate lowest","business"
"lowest","level","lowest level","business"
"level","labor","level labor","business"
"labor","department","labor department","business"
"department","figures","department figures","business"
"figures","firms","figures firms","business"
"firms","added","firms added","business"
"added","jobs","added jobs","business"
"jobs","january","jobs january","business"
"january","gain","january gain","business"
